idCompra,idItemCompra,forma,modalidade,criterioJulgamento,numeroItemCompra,descricaoItem,codigoItemCatalogo,nomeUnidadeMedida,siglaUnidadeMedida,nomeUnidadeFornecimento,siglaUnidadeFornecimento,capacidadeUnidadeFornecimento,quantidade,precoUnitario,percentualMaiorDesconto,niFornecedor,nomeFornecedor,marca,codigoUasg,nomeUasg,codigoMunicipio,municipio,estado,codigoOrgao,nomeOrgao,poder,esfera,dataCompra,dataHoraAtualizacaoCompra,dataHoraAtualizacaoItem,dataResultado,dataHoraAtualizacaoUasg,codigoClasse,nomeClasse
98233705130062022,2255623,SISRP,5,V,57,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","46.500,00","0,18","0,00",36191620000100,MS HOSPITALAR LTDA,RANBAXY,982337,PREFEITURA MUNICIPAL DE BEZERROS - PE,"2.601.904,00",BEZERROS,PE,94688,PREFEITURA MUNICIPAL DE BEZERROS - PE,E,M,2023-05-30T03:00:00Z,2024-05-31T03:29:59Z,2024-05-31T03:59:59Z,2023-05-30T03:00:00Z,2024-04-07T15:14:00Z,6505,DROGAS E MEDICAMENTOS
16024205000612022,2248335,SISRP,5,V,12,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","300,00","0,39","0,00",40274237000185,CLM FARMA COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA,pharlab,160242,BASE ADMINISTRATIVA DO COMPLEXO DE SAÚDE RJ,"3.304.557,00",RIO DE JANEIRO,RJ,52121,COMANDO DO EXERCITO,E,F,2023-02-06T03:00:00Z,2024-02-07T03:30:00Z,2024-02-07T04:00:00Z,2023-02-06T03:00:00Z,2025-06-12T15:41:00Z,6505,DROGAS E MEDICAMENTOS
77130005001562022,2248727,SISRP,5,V,1,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","245.400,00","0,18","0,00",36325157000134,COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA,GENÉRICO,771300,CENTRO DE OBTENCAO DA MARINHA/RJ,"3.304.557,00",RIO DE JANEIRO,RJ,52131,COMANDO DA MARINHA,E,F,2023-02-06T03:00:00Z,2024-02-07T03:30:00Z,2024-02-07T04:00:00Z,2023-02-06T03:00:00Z,2025-06-16T11:12:00Z,6505,DROGAS E MEDICAMENTOS
98467505003212022,2250088,SISPP,5,V,121,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","47.000,00","0,18","0,00",12889035000102,INOVAMED HOSPITALAR LTDA,Cimed,984675,PREFEITURA MUNICIPAL DE ITAUNA - MG,"3.133.808,00",ITAÚNA,MG,99391,PREFEITURA MUNICIPAL DE ITAUNA - MG,E,M,2023-02-06T03:00:00Z,2024-02-07T03:30:00Z,2024-02-07T04:00:00Z,2023-02-06T03:00:00Z,2024-04-13T15:14:00Z,6505,DROGAS E MEDICAMENTOS
15591505001022022,2255980,SISRP,5,V,1,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","109.900,00","0,19","0,00",36325157000134,COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA,GENÉRICO,155915,EBSERH - HOSP. UNIV. ANTONIO PEDRO,"3.303.302,00",NITERÓI,RJ,26443,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,E,F,2023-02-07T03:00:00Z,2024-02-08T03:30:00Z,2024-02-08T04:00:00Z,2023-02-07T03:00:00Z,2025-03-18T17:23:00Z,6505,DROGAS E MEDICAMENTOS
15832006000012022,371018,SISPP,6, ,80,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","50,00","1,30","0,00",03339270000110,THE BEST PHARMA LTDA,TEUTO,158320,INST.FED.DO CEARA/CAMPUS IGUATU,"2.305.506,00",IGUATU,CE,26405,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARÁ",E,F,2022-02-07T03:00:00Z,2023-02-08T03:30:00Z,2023-02-08T04:00:00Z,2022-02-07T03:00:00Z,2025-04-16T11:17:00Z,6505,DROGAS E MEDICAMENTOS
98074905000242021,400398,SISRP,5,V,95,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","4.500,00","0,10","0,00",97528178000141,MUNDIAL DISTRIBUIDORA DE MEDICAMENTOS EIRELI,PHARLAB,980749,PREFEITURA MUNICIPAL DE CÂNDIDO MENDES - MA,"2.102.606,00",CÂNDIDO MENDES,MA,94169,PREFEITURA MUNICIPAL DE CÂNDIDO MENDES - MA,E,M,2022-02-07T03:00:00Z,2023-02-08T03:30:00Z,2023-02-08T04:00:00Z,2022-02-07T03:00:00Z,2024-04-13T15:14:00Z,6505,DROGAS E MEDICAMENTOS
98918505000022022,403068,SISRP,5,V,7,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","33.000,00","0,17","0,00",03652030000170,CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA,HERVIRAX,989185,PREFEITURA MUNICIPAL DE TANGARÁ DA SERRA/MT,"5.107.958,00",TANGARÁ DA SERRA,MT,97279,PREFEITURA MUNICIPAL DE TANGARA DA SERRA - MT,E,M,2022-02-07T03:00:00Z,2023-02-08T03:30:00Z,2023-02-08T04:00:00Z,2022-02-07T03:00:00Z,2025-01-30T10:35:00Z,6505,DROGAS E MEDICAMENTOS
25703705000012022,403419,SISRP,5,V,2,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","1.800,00","0,22","0,00",12889035000102,INOVAMED HOSPITALAR LTDA,Cimed,257037,DISTRITO SANIT.ESP.INDÍGENA - ARAGUAIA,"5.107.859,00",SÃO FÉLIX DO ARAGUAIA,MT,36000,MINISTERIO DA SAUDE,E,F,2022-02-07T03:00:00Z,2023-02-08T03:30:00Z,2023-02-08T04:00:00Z,2022-02-07T03:00:00Z,2023-07-06T09:14:00Z,6505,DROGAS E MEDICAMENTOS
98030105000642022,823147,SISRP,5,V,1,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","250.000,00","0,20","0,00",27656480000108,PROATIVA HOSPITALAR EIRELI,RANBAXY,980301,PREFEITURA MUNICIPAL DE BOA VISTA - RR,"1.400.100,00",BOA VISTA,RR,93664,PREFEITURA MUNICIPAL DE BOA VISTA - RR,E,M,2023-02-08T03:00:00Z,2024-02-09T03:30:00Z,2024-02-09T04:00:00Z,2023-02-08T03:00:00Z,2024-04-06T15:14:00Z,6505,DROGAS E MEDICAMENTOS
25702305000032023,2271363,SISRP,5,V,1,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","1.500,00","0,24","0,00",35250918000173,L FERREIRA DA COSTA DISTRIBUIDORA DE MEDICAMENTOS,GENERICO,257023,DISTRITO SANIT.ESP.INDÍGENA AL/SE,"2.704.302,00",MACEIÓ,AL,36000,MINISTERIO DA SAUDE,E,F,2023-02-09T03:00:00Z,2024-02-10T03:30:00Z,2024-02-10T04:00:00Z,2023-02-09T03:00:00Z,2023-07-06T09:14:00Z,6505,DROGAS E MEDICAMENTOS
98389105000012023,2278537,SISRP,5,V,225,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","10.000,00","0,21","0,00",36191620000100,MS HOSPITALAR LTDA,RANBAXY,983891,PREFEITURA DE MUNCIPAL SAPEAÇU - BA,"2.929.602,00",SAPEAÇU,BA,95047,PREFEITURA DE MUNCIPAL SAPEAÇU - BA,E,M,2023-02-10T03:00:00Z,2024-02-11T03:30:00Z,2024-02-11T04:00:00Z,2023-02-10T03:00:00Z,2024-04-14T15:14:00Z,6505,DROGAS E MEDICAMENTOS
98004405000012023,2279798,SISRP,5,V,3,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","35.000,00","0,18","0,00",08691632000150,E T MARQUES LTDA,PRATI,980044,PREFEITURA MUNICIPAL DE BELTERRA - PA,"1.501.451,00",BELTERRA,PA,93494,PREFEITURA MUNICIPAL DE BELTERRA - PA,E,M,2023-02-10T03:00:00Z,2024-02-11T03:30:00Z,2024-02-11T04:00:00Z,2023-02-10T03:00:00Z,2024-04-07T15:14:00Z,6505,DROGAS E MEDICAMENTOS
16000205000152021,415444,SISRP,5,V,7,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","600,00","0,29","0,00",40274237000185,CLM FARMA COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA,PHARLAB,160002,4. BATALHAO DE INFANTARIA DE SELVA/MES/AC,"1.200.401,00",RIO BRANCO,AC,52121,COMANDO DO EXERCITO,E,F,2022-02-10T03:00:00Z,2023-02-11T03:30:00Z,2023-02-11T04:00:00Z,2022-02-10T03:00:00Z,2025-04-23T11:33:00Z,6505,DROGAS E MEDICAMENTOS
98350105000262021,417576,SISRP,5,V,4,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","500,00","0,19","0,00",05400006000170,FABMED DISTRIBUIDORA HOSPITALAR LTDA,RANBAXY,983501,PREFEITURA MUNICIPAL DE DOM BASILIO,"2.910.107,00",DOM BASÍLIO,BA,94981,PREFEITURA DE DOM BASILIO - BA,E,M,2022-02-11T03:00:00Z,2023-02-12T03:30:00Z,2023-02-12T04:00:00Z,2022-02-11T03:00:00Z,2024-12-11T09:13:00Z,6505,DROGAS E MEDICAMENTOS
15590505000112021,420062,SISRP,5,V,29,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","1.500,00","0,33","0,00",31151224000128,ANJOMEDI DISTRIBUIDORA DE MEDICAMENTOS LTDA,PRATI DONADUZZI,155905,HOSPITAL DE DOENÇAS TROPICAIS,"1.702.109,00",ARAGUAÍNA,TO,26443,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,E,F,2022-02-14T03:00:00Z,2023-02-15T03:30:00Z,2023-02-15T04:00:00Z,2022-02-14T03:00:00Z,2025-03-18T17:23:00Z,6505,DROGAS E MEDICAMENTOS
16015805000062021,422252,SISRP,5,V,4,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","3.250,00","0,24","0,00",31097402000180,ADL MED COMERCIO DE MEDICAMENTOS LTDA,HERVIRAX,160158,COMANDO 13 BDA DE INFANTARIA MOTORIZADA-ME/MT,"5.103.403,00",CUIABÁ,MT,52121,COMANDO DO EXERCITO,E,F,2022-02-14T03:00:00Z,2023-02-15T03:30:00Z,2023-02-15T04:00:00Z,2022-02-14T03:00:00Z,2025-06-17T11:48:00Z,6505,DROGAS E MEDICAMENTOS
16015805000062021,422360,SISRP,5,V,181,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","1.500,00","0,29","0,00",14905502000176,EXCLUSIVA DISTRIBUIDORA DE MEDICAMENTOS LTDA,PRATIDONADUZZI,160158,COMANDO 13 BDA DE INFANTARIA MOTORIZADA-ME/MT,"5.103.403,00",CUIABÁ,MT,52121,COMANDO DO EXERCITO,E,F,2022-02-14T03:00:00Z,2023-02-15T03:30:00Z,2023-02-15T04:00:00Z,2022-02-14T03:00:00Z,2025-06-17T11:48:00Z,6505,DROGAS E MEDICAMENTOS
16015805000062021,422450,SISRP,5,V,354,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","1.707,00","0,33","0,00",16553940000148,MEDMAX COMERCIO DE MEDICAMENTOS LTDA,HERVIRAX,160158,COMANDO 13 BDA DE INFANTARIA MOTORIZADA-ME/MT,"5.103.403,00",CUIABÁ,MT,52121,COMANDO DO EXERCITO,E,F,2022-02-14T03:00:00Z,2023-02-15T03:30:00Z,2023-02-15T04:00:00Z,2022-02-14T03:00:00Z,2025-06-17T11:48:00Z,6505,DROGAS E MEDICAMENTOS
15590005000052022,424558,SISRP,5,V,2,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","2.000,00","0,25","0,00",24586988000180,CIRURGICA NOSSA SENHORA - EIRELI,PHARLAB,155900,HOSPITAL UNIVERSITARIO DE SÃO CARLOS,"3.548.906,00",SÃO CARLOS,SP,26443,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,E,F,2022-02-14T03:00:00Z,2023-02-15T03:30:00Z,2023-02-15T04:00:00Z,2022-02-14T03:00:00Z,2025-03-18T17:23:00Z,6505,DROGAS E MEDICAMENTOS
16022805000102022,2295889,SISRP,5,V,45,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","100,00","0,44","0,00",09468387000180,IMUNOFARMA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES EIRELI,PHARLAB,160228,26 GRUPO DE ARTILHARIA DE CAMPANHA,"4.109.401,00",GUARAPUAVA,PR,52121,COMANDO DO EXERCITO,E,F,2023-02-15T03:00:00Z,2024-02-16T03:30:00Z,2024-02-16T04:00:00Z,2023-02-15T03:00:00Z,2025-03-18T14:45:00Z,6505,DROGAS E MEDICAMENTOS
98430505000062023,2299278,SISRP,5,D,1,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","1,00","100.000,00","3,00",35909317000120,IBITURUNA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,CMED/ANVISA,984305,PREFEITURA MUNICIPAL DE CATAGUASES - MG,"3.115.300,00",CATAGUASES,MG,99353,PREFEITURA MUNICIPAL DE CATAGUASES - MG,E,M,2023-02-15T03:00:00Z,2024-02-16T03:30:00Z,2024-02-16T04:00:00Z,2023-02-15T03:00:00Z,2024-04-13T15:14:00Z,6505,DROGAS E MEDICAMENTOS
98059505000752021,425709,SISRP,5,V,1,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","120.848,00","0,12","0,00",36028477000122,HIPERFAR MATERIAIS HOSPITALAR E MEDICAMENTOS LTDA,SANDOZ,980595,PREFEITURA MUNICIPAL DE PARAUAPEBAS - PA,"1.505.536,00",PARAUAPEBAS,PA,98882,PREFEITURA MUNICIPAL DE PARAUAPEBAS - PA,E,M,2022-02-15T03:00:00Z,2023-02-16T03:30:00Z,2023-02-16T04:00:00Z,2022-02-15T03:00:00Z,2024-04-07T15:14:00Z,6505,DROGAS E MEDICAMENTOS
98052305000012022,429589,SISRP,5,V,78,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","20.000,00","0,20","0,00",18606861000183,SALUTE DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITA,PRATI DONADUZZI,980523,PREFEITURA MUNICIPAL DE SALINÓPOLIS - PA,"1.506.203,00",SALINÓPOLIS,PA,98888,PREFEITURA MUNICIPAL DE SALINÓPOLIS - PA,E,M,2022-02-15T03:00:00Z,2023-02-16T03:30:00Z,2023-02-16T04:00:00Z,2022-02-15T03:00:00Z,2024-04-07T15:14:00Z,6505,DROGAS E MEDICAMENTOS
98746705000642021,430817,SISRP,5,V,2,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","5.000,00","0,19","0,00",07344756000105,PRO-SAUDE COMERCIO DE PRODUTOS HOSPITALARES - EIRELI,PRATI,987467,PREFEITURA MUNICIPAL DE CALIFORNIA - PR,"4.103.503,00",CALIFÓRNIA,PR,97928,PREFEITURA DE DE CALIFORNIA - PR,E,M,2022-02-16T03:00:00Z,2023-02-17T03:30:00Z,2023-02-17T04:00:00Z,2022-02-16T03:00:00Z,2023-06-16T15:04:00Z,6505,DROGAS E MEDICAMENTOS
25704405000182021,431358,SISRP,5,V,2,"ACICLOVIR, DOSAGEM: 200 MG",268370,NA,NA,COMPRIMIDO,COMPR,"0,00","2.000,00","0,20","0,00",08393709000106,SILVA E DELGADO COMERCIO DE PRODUTOS MEDICOS E HOSPITAL,GENERICO,257044,DISTRITO SANIT. ESP.INDIGENA- KAIAPO REDENçãO,"1.506.138,00",REDENÇÃO,PA,36000,MINISTERIO DA SAUDE,E,F,2022-02-16T03:00:00Z,2023-02-17T03:30:00Z,2023-02-17T04:00:00Z,2022-02-16T03:00:00Z,2023-07-06T09:14:00Z,6505,DROGAS E MEDICAMENTOS
